Feature,Importance
HENRY,58.19087439908933
ASA_m2_g,13.134363247135365
AV_VF,5.832564447731772
ASA_m2_cm3,5.444732656713241
AV_cm3_g,4.325241217593217
cm3_g,3.37604206296783
LCD,2.2520799868873067
LFPD,2.219487221577086
PLD,2.1665298277098373
Has_OMS,1.5921229548679177
NASA_m2_cm3,0.8787692761399905
NASA_m2_g,0.42089603401518927
NAV_cm3_g,0.16629666757192568
