temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,0.01,15,2025,struct_with_input,0.3,0.6,./RUN_FULL_EXP,cat,0.9654187521492027,0.1647757034046808,0.05681979925124337,5.491420824728698
