temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2027,struct_with_input,0.33,0.65,./RUN_FULL_EXP,CAT,CAT,0.9949798169518373,0.025494182682511815,0.0016150230345099322,2.1205952296007577
