Feature,Importance
5,53.01087683779831
0.01_x,17.28612125473205
0.01_y,16.258762025032684
AV_cm3_g_x,1.2651153717093728
ASA_m2_g_x,1.1790072905709779
ASA_m2_cm3_y,1.1695862877938024
AV_cm3_g_y,1.0564233743423657
LFPD_x,0.8127022039779264
cm3_g_y,0.8111955978660486
ASA_m2_cm3_x,0.7701406995674185
Has_OMS_x,0.7539401718411599
cm3_g_x,0.7496049408839854
AV_VF_x,0.6376424436617226
LCD_y,0.4450162977313842
PLD_x,0.438180666306824
LFPD_y,0.43154115968832624
ASA_m2_g_y,0.42932066720442813
PLD_y,0.42890580484088087
Has_OMS_y,0.38450682529595803
LCD_x,0.32278652338906716
NASA_m2_g_y,0.31136155544899
AV_VF_y,0.2664557485636034
NASA_m2_cm3_y,0.26173919382283706
NASA_m2_g_x,0.23586094251683312
NASA_m2_cm3_x,0.19505457958270955
NAV_cm3_g_x,0.0701725087647814
NAV_cm3_g_y,0.017979027065545636
