Feature,Importance
5,32.121337793242034
0.01,6.399147933581085
cm3_g_y,4.68132460221148
cm3_g_x,4.580571739612917
ASA_m2_g_x,4.565382904827664
AV_VF_y,4.0272380009568165
ASA_m2_cm3_y,3.9900025748275874
ASA_m2_g_y,3.723030954461749
PLD_x,3.6381123846567047
LCD_y,3.376786833288325
AV_VF_x,3.285557428472371
Has_OMS_y,3.173551725556077
Has_OMS_x,2.9878774146075475
LCD_x,2.971803266695209
PLD_y,2.95770228150402
AV_cm3_g_y,2.634059683492442
ASA_m2_cm3_x,2.560524286597063
AV_cm3_g_x,1.943748368717508
LFPD_y,1.8268804223903998
LFPD_x,1.7487950972082806
NASA_m2_g_x,0.78062087604702
NASA_m2_cm3_y,0.698840611208004
NASA_m2_g_y,0.6280858134690206
NASA_m2_cm3_x,0.491928463994176
NAV_cm3_g_x,0.12289303929565583
NAV_cm3_g_y,0.08419549907884474
