Feature,Importance
5,35.23728858767879
0.01,6.827872060196242
cm3_g_y,5.624332087400942
cm3_g_x,4.802221913549378
ASA_m2_g_x,3.906265621932425
ASA_m2_g_y,3.508937115615131
LCD_y,3.3783781397949406
ASA_m2_cm3_y,3.2100431246416457
LFPD_x,3.100951166909062
LCD_x,3.061439659715387
AV_VF_y,3.0106095812818916
ASA_m2_cm3_x,2.8471498211622075
PLD_x,2.8419329136818186
Has_OMS_x,2.6774666274541428
AV_VF_x,2.6756755532860392
LFPD_y,2.6704078972044707
PLD_y,2.473611726538561
Has_OMS_y,2.214020240521532
AV_cm3_g_y,1.8772430667443039
AV_cm3_g_x,1.6054842626090908
NASA_m2_g_y,0.9256076976731794
NASA_m2_g_x,0.4946293891263016
NASA_m2_cm3_x,0.45263819089439755
NASA_m2_cm3_y,0.2878642175098192
NAV_cm3_g_x,0.1948332979771862
NAV_cm3_g_y,0.09309603890113011
