Feature,Importance
5,49.61942512633712
0.01_x,20.607687714005788
0.01_y,13.403601278088647
AV_cm3_g_x,2.1099631057765573
ASA_m2_cm3_y,1.5891503258000403
cm3_g_x,1.491326288834192
LFPD_y,1.2021041851424425
ASA_m2_g_y,1.0925671764064264
AV_cm3_g_y,0.8222670727788606
ASA_m2_cm3_x,0.802135719977832
LCD_y,0.6858144010562159
LCD_x,0.6546337378103355
LFPD_x,0.6045588783529918
cm3_g_y,0.6013286842195689
PLD_x,0.5991208688178584
NASA_m2_g_x,0.5176066858395456
ASA_m2_g_x,0.5169127650997941
PLD_y,0.44135893097166434
AV_VF_x,0.4323703012181533
Has_OMS_y,0.4054043351573041
NASA_m2_cm3_x,0.3787578073409477
Has_OMS_x,0.3601510429099423
NASA_m2_g_y,0.3242449503979819
AV_VF_y,0.26834723450469855
NASA_m2_cm3_y,0.2438831186210249
NAV_cm3_g_y,0.16897183871889843
NAV_cm3_g_x,0.05630642581517623
