Feature,Importance
5,26.524601606622532
cm3_g_y,6.1792775007099365
0.01,5.369017457079428
cm3_g_x,5.0852456648072435
PLD_y,4.929240096011798
ASA_m2_g_y,4.738742594124064
Has_OMS_y,4.59340421894637
PLD_x,3.995948425787801
AV_cm3_g_x,3.836254599053181
Has_OMS_x,3.4256895797393447
ASA_m2_g_x,3.3160159001857177
ASA_m2_cm3_x,3.148757636313299
AV_VF_x,3.003997832687279
LCD_y,2.9113289834516114
LFPD_y,2.7979390664029387
ASA_m2_cm3_y,2.781336867042866
LCD_x,2.713039229029074
LFPD_x,2.710079866635552
AV_VF_y,2.7004840413015927
AV_cm3_g_y,2.6275461800159503
NASA_m2_cm3_x,0.7635685553630025
NASA_m2_g_x,0.6444608949796693
NASA_m2_g_y,0.6333856629145327
NASA_m2_cm3_y,0.44161423792671195
NAV_cm3_g_y,0.06844583584018694
NAV_cm3_g_x,0.060577467028334574
