Feature,Importance
5,33.745346501891575
0.01,6.924375609594144
cm3_g_y,5.972964056443872
cm3_g_x,5.062085536628185
PLD_x,4.110373516576241
AV_VF_y,3.768145868915295
PLD_y,3.482834502361065
ASA_m2_cm3_x,3.356700369088355
ASA_m2_cm3_y,3.320086990445506
AV_VF_x,3.2394026028276777
Has_OMS_y,2.960338630265813
LFPD_x,2.665368202536951
ASA_m2_g_y,2.661694766838683
LCD_y,2.5830045216086868
Has_OMS_x,2.514672154818901
ASA_m2_g_x,2.487714497474189
LCD_x,2.3408341181036727
LFPD_y,1.9694969066101065
AV_cm3_g_y,1.8859543726200851
AV_cm3_g_x,1.8014319681752908
NASA_m2_cm3_x,0.8612560220733374
NASA_m2_g_x,0.7568642726443404
NASA_m2_g_y,0.7061331596422483
NASA_m2_cm3_y,0.5139692081998654
NAV_cm3_g_x,0.17282629286902437
NAV_cm3_g_y,0.13612535074688883
