Feature,Importance
5,16.808229347058113
0.01,6.913306473128668
cm3_g_y,6.899011511750284
ASA_m2_g_y,6.095607845703055
PLD_x,5.450740328278159
Has_OMS_x,5.4493841756561645
Has_OMS_y,4.832614802866395
ASA_m2_g_x,4.831929509743049
PLD_y,4.607727776086441
LFPD_y,4.4799801229801055
LCD_x,3.8081190859765743
LFPD_x,3.7871723454440915
cm3_g_x,3.7143687404745402
AV_cm3_g_x,3.279487907770798
AV_cm3_g_y,3.0061758140696706
ASA_m2_cm3_x,2.942450829341872
AV_VF_y,2.707575765519241
ASA_m2_cm3_y,2.6912776669399414
LCD_y,2.260902844501453
AV_VF_x,2.1989653606174935
NASA_m2_cm3_x,0.9220384362612045
NASA_m2_g_y,0.7569385206929861
NASA_m2_cm3_y,0.7030679801361144
NASA_m2_g_x,0.6137936479726104
NAV_cm3_g_x,0.14257553373308435
NAV_cm3_g_y,0.0965576272978743
