temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2027,struct_with_input,0.2,0.2,./RUN_FULL_EXP,CAT,CAT,0.9901372746646416,0.039356790547896536,0.003572802725813763,3.1903172644781352
