temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2029,struct,0.0,0.4,./RUN_FULL_EXP,CAT,CAT,0.8779627058537194,0.11464503233931622,0.03439611203919885,9.283880204651005
