temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2027,struct_with_input,0.0,0.65,./RUN_FULL_EXP,CAT,CAT,0.9783535893726737,0.048193902171943255,0.01019032464431103,3.0958758195192395
