Feature,Importance
5,29.10305038392982
0.01,7.73797619559029
cm3_g_y,5.335677931889197
cm3_g_x,4.957548786462152
PLD_y,4.618867506066657
PLD_x,4.349191297884343
AV_VF_x,3.9817337788856446
AV_VF_y,3.860602508466527
ASA_m2_cm3_x,3.8483329828880413
ASA_m2_cm3_y,3.481755533279055
Has_OMS_x,3.4419571876345243
ASA_m2_g_x,3.2921022269470925
ASA_m2_g_y,3.0719005807690873
LCD_y,3.020279663919479
AV_cm3_g_y,2.974781331774883
Has_OMS_y,2.7872688773103267
LFPD_y,2.3724310196413128
LCD_x,2.120334022470678
LFPD_x,2.0301047586613445
AV_cm3_g_x,1.4326301356495348
NASA_m2_g_x,0.5977973936159268
NASA_m2_g_y,0.548088716988859
NASA_m2_cm3_y,0.45977213089049823
NASA_m2_cm3_x,0.3887335695348933
NAV_cm3_g_x,0.12401329380358068
NAV_cm3_g_y,0.06306818504625786
