MOF,. time (s),source_chunk
acscombsci.5b00188_5024922_clean_argon_293.0K_5.0bar_14.,95.6,chunk_1
TEQPEM_SL_argon_293.0K_5.0bar_14.,127.7,chunk_1
cm503311x_alf250K_clean_argon_293.0K_5.0bar_14.,133.7,chunk_1
ZIVCOY_clean_argon_293.0K_5.0bar_14.,143.0,chunk_1
c6ce00407e_c6ce00407e8_clean_argon_293.0K_5.0bar_14.,143.0,chunk_1
AMOFAK_clean_argon_293.0K_5.0bar_14.,160.8,chunk_1
AXUBAW_manual_argon_293.0K_5.0bar_14.,164.2,chunk_1
AZIVAI_clean_argon_293.0K_5.0bar_14.,175.1,chunk_1
BEPMAM_clean_argon_293.0K_5.0bar_14.,176.6,chunk_1
VIXPUP_clean_argon_293.0K_5.0bar_14.,177.7,chunk_1
AFOVIB_clean_argon_293.0K_5.0bar_14.,177.9,chunk_1
LAVMAY_clean_argon_293.0K_5.0bar_14.,189.1,chunk_1
BEXSAA_clean_argon_293.0K_5.0bar_14.,210.2,chunk_1
ATAYEB_clean_argon_293.0K_5.0bar_14.,223.9,chunk_1
KUGFAU_clean_argon_293.0K_5.0bar_14.,242.8,chunk_1
REJLOI_clean_argon_293.0K_5.0bar_14.,252.6,chunk_1
ADASEF_clean_argon_293.0K_5.0bar_14.,267.2,chunk_1
LUDTUZ_clean_argon_293.0K_5.0bar_14.,277.7,chunk_1
BUPDOH_clean_argon_293.0K_5.0bar_14.,281.9,chunk_1
XAKLIH_clean_argon_293.0K_5.0bar_14.,288.4,chunk_1
cm503311x_alf400K_clean_argon_293.0K_5.0bar_14.,133.6,chunk_1
c5ta03835a_c5ta03835a2_clean_argon_293.0K_5.0bar_14.,321.6,chunk_1
NAHHOW_clean_argon_293.0K_5.0bar_14.,228.6,chunk_1
IGORUS_clean_argon_293.0K_5.0bar_14.,148.3,chunk_1
BEPNUH_clean_argon_293.0K_5.0bar_14.,199.0,chunk_1
BUKRUW03_clean_argon_293.0K_5.0bar_14.,190.2,chunk_1
TAWSUI_clean_argon_293.0K_5.0bar_14.,123.8,chunk_1
BUVXOG_clean_argon_293.0K_5.0bar_14.,334.1,chunk_1
GUKCIA_clean_argon_293.0K_5.0bar_14.,356.3,chunk_1
PEKVUY_clean_argon_293.0K_5.0bar_14.,184.4,chunk_1
c5cc09432a_c5cc09432a2_clean_argon_293.0K_5.0bar_14.,363.1,chunk_1
NIMQAC_clean_argon_293.0K_5.0bar_14.,368.0,chunk_1
IKOTEH_clean_argon_293.0K_5.0bar_14.,374.1,chunk_1
UDAWUU_clean_argon_293.0K_5.0bar_14.,167.7,chunk_1
UZIZOU_clean_argon_293.0K_5.0bar_14.,243.1,chunk_1
AQIXUV_clean_argon_293.0K_5.0bar_14.,437.0,chunk_1
PUBSEL_clean_argon_293.0K_5.0bar_14.,306.9,chunk_1
WIKLOT_clean_argon_293.0K_5.0bar_14.,318.6,chunk_1
UZOBIW_clean_argon_293.0K_5.0bar_14.,248.1,chunk_1
CODVAU_clean_argon_293.0K_5.0bar_14.,514.6,chunk_1
QARLUT_clean_argon_293.0K_5.0bar_14.,258.5,chunk_1
CANRUG_clean_argon_293.0K_5.0bar_14.,367.0,chunk_1
SURKUN01_clean_argon_293.0K_5.0bar_14.,530.1,chunk_1
AWOFOI_clean_argon_293.0K_5.0bar_14.,191.7,chunk_1
PUBSAH_clean_argon_293.0K_5.0bar_14.,235.5,chunk_1
POBJIB_clean_argon_293.0K_5.0bar_14.,214.2,chunk_1
OVADAR_clean_argon_293.0K_5.0bar_14.,237.7,chunk_1
BAMKOS_clean_argon_293.0K_5.0bar_14.,254.4,chunk_1
