MOF,. time (s),source_chunk
acscombsci.5b00188_5013797_clean_argon_273.0K_5.0bar_14.,559.9,chunk_1
AHUFIU_clean_argon_273.0K_5.0bar_14.,622.9,chunk_1
am301365h_si_002_clean_argon_273.0K_5.0bar_14.,645.9,chunk_1
ADOBIF_clean_argon_273.0K_5.0bar_14.,661.9,chunk_1
ANOMOG_clean_argon_273.0K_5.0bar_14.,812.0,chunk_1
AQOTIK_clean_argon_273.0K_5.0bar_14.,837.0,chunk_1
acs.inorgchem.6b01211_ic6b01211_si_002_clean_argon_273.0K_5.0bar_14.,1067.9,chunk_1
AMIZIG_clean_argon_273.0K_5.0bar_14.,1072.4,chunk_1
acs.cgd.5b01554_VAGNUP1452791_clean_argon_273.0K_5.0bar_14.,1127.6,chunk_1
ASANAL_clean_argon_273.0K_5.0bar_14.,1182.7,chunk_1
ASIVEF_clean_argon_273.0K_5.0bar_14.,632.3,chunk_1
AVETAY_clean_argon_273.0K_5.0bar_14.,672.9,chunk_1
AGUBUA_clean_argon_273.0K_5.0bar_14.,1454.6,chunk_1
AQIXUU_clean_argon_273.0K_5.0bar_14.,1525.7,chunk_1
AXIGAR_clean_argon_273.0K_5.0bar_14.,602.5,chunk_1
AQEGUY_clean_argon_273.0K_5.0bar_14.,1689.2,chunk_1
AWUPOZ_clean_argon_273.0K_5.0bar_14.,421.4,chunk_1
ATEZEG_clean_argon_273.0K_5.0bar_14.,1283.7,chunk_1
BETDOV_clean_argon_273.0K_5.0bar_14.,1067.6,chunk_1
ASEKAM_clean_argon_273.0K_5.0bar_14.,1782.7,chunk_1
AXINAX_clean_argon_273.0K_5.0bar_14.,756.8,chunk_1
BETFOX_clean_argon_273.0K_5.0bar_14.,925.8,chunk_1
AQOLOJ_clean_argon_273.0K_5.0bar_14.,2460.2,chunk_1
ATUZEW_clean_argon_273.0K_5.0bar_14.,1703.1,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_273.0K_5.0bar_14.,2661.3,chunk_1
BAKYIY_clean_argon_273.0K_5.0bar_14.,1402.4,chunk_1
BEXVIL_clean_argon_273.0K_5.0bar_14.,427.5,chunk_1
ATEZIK_clean_argon_273.0K_5.0bar_14.,566.4,chunk_1
acscombsci.5b00188_34903_clean_argon_273.0K_5.0bar_14.,2973.4,chunk_1
acs.inorgchem.6b01762_ic6b01762_si_002_clean_argon_273.0K_5.0bar_14.,2980.2,chunk_1
BEWVEG_clean_argon_273.0K_5.0bar_14.,931.8,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_273.0K_5.0bar_14.,3040.5,chunk_1
BEWCUD_clean_argon_273.0K_5.0bar_14.,1929.6,chunk_1
acs.chemmater.5b03723_cm5b03723_si_005_clean_argon_273.0K_5.0bar_14.,3153.4,chunk_1
BORBEQ_clean_argon_273.0K_5.0bar_14.,831.0,chunk_1
BEXVAD01_clean_argon_273.0K_5.0bar_14.,1131.5,chunk_1
BIRGIU_clean_argon_273.0K_5.0bar_14.,943.7,chunk_1
BUVVOF_clean_argon_273.0K_5.0bar_14.,698.9,chunk_1
BEXVAD_clean_argon_273.0K_5.0bar_14.,1416.0,chunk_1
BEXTUV_clean_argon_273.0K_5.0bar_14.,1704.3,chunk_1
BIWSOQ_clean_argon_273.0K_5.0bar_14.,1076.2,chunk_1
ATEJOA_clean_argon_273.0K_5.0bar_14.,3328.0,chunk_1
BOHWOM_clean_argon_273.0K_5.0bar_14.,1587.0,chunk_1
ACOCOM_clean_argon_273.0K_5.0bar_14.,4124.2,chunk_1
ACODAZ_clean_argon_273.0K_5.0bar_14.,4158.0,chunk_1
AWEWOP_clean_argon_273.0K_5.0bar_14.,3128.8,chunk_1
ACOCUS_clean_argon_273.0K_5.0bar_14.,4321.5,chunk_1
c4dt02048k_c4dt02048k2_clean_argon_273.0K_5.0bar_14.,711.5,chunk_1
BIJFAD_clean_argon_273.0K_5.0bar_14.,852.9,chunk_1
BIPBAF_clean_argon_273.0K_5.0bar_14.,852.3,chunk_1
BINMIW_clean_argon_273.0K_5.0bar_14.,2434.3,chunk_1
c5dt02651b_c5dt02651b2_clean_argon_273.0K_5.0bar_14.,624.7,chunk_1
BIHBEB_clean_argon_273.0K_5.0bar_14.,1190.9,chunk_1
