name,gas,temp,pressure,cutoff,path,henry_coeff,source_chunk
CARGEI_clean,argon,313.0,5.0,14.0,CARGEI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,6.85501e-08,chunk_1
EZIMIK_clean,argon,313.0,5.0,14.0,EZIMIK_clean_argon_313.0K_5.0bar_14.0/Output/System_0,6.89081e-06,chunk_1
AQOLEZ_clean,argon,313.0,5.0,14.0,AQOLEZ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.31969e-06,chunk_1
BOYCEY_auto,argon,313.0,5.0,14.0,BOYCEY_auto_argon_313.0K_5.0bar_14.0/Output/System_0,3.50131e-06,chunk_1
c6ce00126b_c6ce00126b2_clean,argon,313.0,5.0,14.0,c6ce00126b_c6ce00126b2_clean_argon_313.0K_5.0bar_14.0/Output/System_0,7.07045e-06,chunk_1
DOZKIO_clean,argon,313.0,5.0,14.0,DOZKIO_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.74117e-06,chunk_1
DUXMAL_clean,argon,313.0,5.0,14.0,DUXMAL_clean_argon_313.0K_5.0bar_14.0/Output/System_0,7.08502e-06,chunk_1
ECUDOX_clean,argon,313.0,5.0,14.0,ECUDOX_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.02768e-06,chunk_1
COXHED_clean,argon,313.0,5.0,14.0,COXHED_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.23399e-06,chunk_1
WEXSEZ_clean,argon,313.0,5.0,14.0,WEXSEZ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.08949e-06,chunk_1
ULOKUD_clean,argon,313.0,5.0,14.0,ULOKUD_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.35234e-06,chunk_1
APAZOI_clean,argon,313.0,5.0,14.0,APAZOI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.68567e-06,chunk_1
FISGOF_clean,argon,313.0,5.0,14.0,FISGOF_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.59175e-06,chunk_1
ATUXIY_clean,argon,313.0,5.0,14.0,ATUXIY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.57241e-06,chunk_1
ADAXIO_clean,argon,313.0,5.0,14.0,ADAXIO_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.37386e-06,chunk_1
RANVUA_clean,argon,313.0,5.0,14.0,RANVUA_clean_argon_313.0K_5.0bar_14.0/Output/System_0,7.95912e-06,chunk_1
ESURER01_clean,argon,313.0,5.0,14.0,ESURER01_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.81258e-06,chunk_1
CUQROX_clean,argon,313.0,5.0,14.0,CUQROX_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.16182e-06,chunk_1
DANZOJ_neutral,argon,313.0,5.0,14.0,DANZOJ_neutral_argon_313.0K_5.0bar_14.0/Output/System_0,3.13914e-06,chunk_1
LIXXEW_clean,argon,313.0,5.0,14.0,LIXXEW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,7.07577e-06,chunk_1
BABREE_clean,argon,313.0,5.0,14.0,BABREE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.88625e-06,chunk_1
AVIHOE_clean,argon,313.0,5.0,14.0,AVIHOE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.57719e-06,chunk_1
PENNIH_clean,argon,313.0,5.0,14.0,PENNIH_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.73705e-06,chunk_1
YEGHEZ_clean,argon,313.0,5.0,14.0,YEGHEZ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.37462e-06,chunk_1
CORZIU_clean,argon,313.0,5.0,14.0,CORZIU_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.2413e-06,chunk_1
BAPDAA_clean,argon,313.0,5.0,14.0,BAPDAA_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.49417e-06,chunk_1
PARSAF_clean,argon,313.0,5.0,14.0,PARSAF_clean_argon_313.0K_5.0bar_14.0/Output/System_0,6.36339e-06,chunk_1
CEGFAW_clean,argon,313.0,5.0,14.0,CEGFAW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,8.73591e-07,chunk_1
REJLOI_clean,argon,313.0,5.0,14.0,REJLOI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,8.28603e-05,chunk_1
OKUKEM_clean,argon,313.0,5.0,14.0,OKUKEM_clean_argon_313.0K_5.0bar_14.0/Output/System_0,7.48922e-06,chunk_1
ATEZEG_clean,argon,313.0,5.0,14.0,ATEZEG_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.50785e-06,chunk_1
OCUTAI_clean,argon,313.0,5.0,14.0,OCUTAI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.0108e-06,chunk_1
DEFRIR_clean,argon,313.0,5.0,14.0,DEFRIR_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.48984e-06,chunk_1
cg3002866_si_001_clean,argon,313.0,5.0,14.0,cg3002866_si_001_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.36495e-06,chunk_1
CAYMIZ_clean,argon,313.0,5.0,14.0,CAYMIZ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.72828e-06,chunk_1
CETFOX_clean,argon,313.0,5.0,14.0,CETFOX_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.44957e-06,chunk_1
UMOYOM19_clean,argon,313.0,5.0,14.0,UMOYOM19_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.9914e-06,chunk_1
c6cc00589f_c6cc00589f3_clean,argon,313.0,5.0,14.0,c6cc00589f_c6cc00589f3_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.46673e-06,chunk_1
VECVUW_clean,argon,313.0,5.0,14.0,VECVUW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.70048e-06,chunk_1
ETIYEN_clean,argon,313.0,5.0,14.0,ETIYEN_clean_argon_313.0K_5.0bar_14.0/Output/System_0,9.21182e-06,chunk_1
UVUCEV_clean,argon,313.0,5.0,14.0,UVUCEV_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.35708e-06,chunk_1
cg500091k_si_002_clean,argon,313.0,5.0,14.0,cg500091k_si_002_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.60718e-06,chunk_1
KEVBOE_clean,argon,313.0,5.0,14.0,KEVBOE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.78756e-05,chunk_1
cg060732osi20070605_042406_clean,argon,313.0,5.0,14.0,cg060732osi20070605_042406_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.53955e-06,chunk_1
cm503311x_alf70K_clean,argon,313.0,5.0,14.0,cm503311x_alf70K_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.61154e-06,chunk_1
APEBEE_clean,argon,313.0,5.0,14.0,APEBEE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.75653e-06,chunk_1
HIQKID_clean,argon,313.0,5.0,14.0,HIQKID_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.51446e-06,chunk_1
CUYYAX_clean,argon,313.0,5.0,14.0,CUYYAX_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.01692e-06,chunk_1
VOVQEE_clean,argon,313.0,5.0,14.0,VOVQEE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.08239e-06,chunk_1
c6ta00429f_c6ta00429f2_clean,argon,313.0,5.0,14.0,c6ta00429f_c6ta00429f2_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.34296e-06,chunk_1
ENESOH_clean,argon,313.0,5.0,14.0,ENESOH_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.74009e-06,chunk_1
CETFUD_clean,argon,313.0,5.0,14.0,CETFUD_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.62407e-06,chunk_1
BIBXUH_clean,argon,313.0,5.0,14.0,BIBXUH_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.4138e-06,chunk_1
acs.inorgchem.6b00136_ic6b00136_si_002_clean,argon,313.0,5.0,14.0,acs.inorgchem.6b00136_ic6b00136_si_002_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.82231e-06,chunk_1
DUBWON_clean,argon,313.0,5.0,14.0,DUBWON_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.75997e-06,chunk_1
EWETUW_clean,argon,313.0,5.0,14.0,EWETUW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.8127e-06,chunk_1
DAHNUW_clean,argon,313.0,5.0,14.0,DAHNUW_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.32038e-06,chunk_1
GANBED_clean,argon,313.0,5.0,14.0,GANBED_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.84839e-06,chunk_1
OTOZAA_clean,argon,313.0,5.0,14.0,OTOZAA_clean_argon_313.0K_5.0bar_14.0/Output/System_0,8.14941e-06,chunk_1
FALRIV01_clean,argon,313.0,5.0,14.0,FALRIV01_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.23042e-06,chunk_1
LETREJ_clean,argon,313.0,5.0,14.0,LETREJ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.63388e-06,chunk_1
c6ce00407e_c6ce00407e9_clean,argon,313.0,5.0,14.0,c6ce00407e_c6ce00407e9_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.30709e-06,chunk_1
TILBIB_clean,argon,313.0,5.0,14.0,TILBIB_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.5413e-06,chunk_1
ASUWUI_clean,argon,313.0,5.0,14.0,ASUWUI_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.30778e-06,chunk_1
BAFHAU_clean,argon,313.0,5.0,14.0,BAFHAU_clean_argon_313.0K_5.0bar_14.0/Output/System_0,9.65258e-07,chunk_1
AQOMEA01_clean,argon,313.0,5.0,14.0,AQOMEA01_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.13104e-06,chunk_1
JUSGUB_clean,argon,313.0,5.0,14.0,JUSGUB_clean_argon_313.0K_5.0bar_14.0/Output/System_0,6.65145e-06,chunk_1
IZUSEC_clean,argon,313.0,5.0,14.0,IZUSEC_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.74771e-06,chunk_1
QAMLEY_clean,argon,313.0,5.0,14.0,QAMLEY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.13386e-06,chunk_1
IJAPOA_clean,argon,313.0,5.0,14.0,IJAPOA_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.45691e-06,chunk_1
IBAPOS_clean,argon,313.0,5.0,14.0,IBAPOS_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.56722e-06,chunk_1
FOCZEE_clean,argon,313.0,5.0,14.0,FOCZEE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.66054e-06,chunk_1
AFENEE_clean,argon,313.0,5.0,14.0,AFENEE_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.23722e-06,chunk_1
QUQGEP_neutral,argon,313.0,5.0,14.0,QUQGEP_neutral_argon_313.0K_5.0bar_14.0/Output/System_0,2.22522e-07,chunk_1
RESZIA_clean,argon,313.0,5.0,14.0,RESZIA_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.00596e-06,chunk_1
LAPLOG01_clean,argon,313.0,5.0,14.0,LAPLOG01_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.83633e-05,chunk_1
BOWDIC_clean,argon,313.0,5.0,14.0,BOWDIC_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.95176e-06,chunk_1
cm503311x_aloh200K_clean,argon,313.0,5.0,14.0,cm503311x_aloh200K_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.74786e-06,chunk_1
ERIRIG_auto,argon,313.0,5.0,14.0,ERIRIG_auto_argon_313.0K_5.0bar_14.0/Output/System_0,1.3861e-06,chunk_1
ESASEY_clean,argon,313.0,5.0,14.0,ESASEY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.15986e-06,chunk_1
WAFKIY_clean,argon,313.0,5.0,14.0,WAFKIY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,4.66132e-06,chunk_1
ASAHEJ_clean,argon,313.0,5.0,14.0,ASAHEJ_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.33912e-07,chunk_1
FALROB_clean,argon,313.0,5.0,14.0,FALROB_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.98855e-06,chunk_1
NUNZUT_clean,argon,313.0,5.0,14.0,NUNZUT_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.6999e-06,chunk_1
LORNEL_clean,argon,313.0,5.0,14.0,LORNEL_clean_argon_313.0K_5.0bar_14.0/Output/System_0,9.99028e-07,chunk_1
cm503311x_aloh425K_clean,argon,313.0,5.0,14.0,cm503311x_aloh425K_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.7719e-06,chunk_1
ASEJOZ01_clean,argon,313.0,5.0,14.0,ASEJOZ01_clean_argon_313.0K_5.0bar_14.0/Output/System_0,9.52084e-07,chunk_1
WUDTUM_clean,argon,313.0,5.0,14.0,WUDTUM_clean_argon_313.0K_5.0bar_14.0/Output/System_0,8.55912e-07,chunk_1
DUDKIY_clean,argon,313.0,5.0,14.0,DUDKIY_clean_argon_313.0K_5.0bar_14.0/Output/System_0,3.77646e-06,chunk_1
IFEPUG10_clean,argon,313.0,5.0,14.0,IFEPUG10_clean_argon_313.0K_5.0bar_14.0/Output/System_0,1.59967e-06,chunk_1
RUBTAK06_clean,argon,313.0,5.0,14.0,RUBTAK06_clean_argon_313.0K_5.0bar_14.0/Output/System_0,5.09938e-06,chunk_1
BEXRUT_clean,argon,313.0,5.0,14.0,BEXRUT_clean_argon_313.0K_5.0bar_14.0/Output/System_0,2.18933e-06,chunk_1
