name,gas,temp,pressure,cutoff,path,henry_coeff,source_chunk
ATEZEG_clean,argon,273.0,5.0,14.0,ATEZEG_clean_argon_273.0K_5.0bar_14.0/Output/System_0,6.83762e-06,chunk_1
EBOJOV_clean,argon,273.0,5.0,14.0,EBOJOV_clean_argon_273.0K_5.0bar_14.0/Output/System_0,5.7622e-07,chunk_1
ic202626c_si_002_clean,argon,273.0,5.0,14.0,ic202626c_si_002_clean_argon_273.0K_5.0bar_14.0/Output/System_0,6.93057e-06,chunk_1
BIWSEG_ion_b,argon,273.0,5.0,14.0,BIWSEG_ion_b_argon_273.0K_5.0bar_14.0/Output/System_0,4.38629e-06,chunk_1
RITGEI_clean,argon,273.0,5.0,14.0,RITGEI_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.24304e-06,chunk_1
MIFPUO_clean,argon,273.0,5.0,14.0,MIFPUO_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.18778e-05,chunk_1
SOXDEQ_clean,argon,273.0,5.0,14.0,SOXDEQ_clean_argon_273.0K_5.0bar_14.0/Output/System_0,5.27823e-06,chunk_1
VUHNAP_clean,argon,273.0,5.0,14.0,VUHNAP_clean_argon_273.0K_5.0bar_14.0/Output/System_0,2.90561e-06,chunk_1
KENJEU_clean,argon,273.0,5.0,14.0,KENJEU_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.87099e-06,chunk_1
XUKYEI_neutral,argon,273.0,5.0,14.0,XUKYEI_neutral_argon_273.0K_5.0bar_14.0/Output/System_0,3.62089e-06,chunk_1
PARHAS_clean,argon,273.0,5.0,14.0,PARHAS_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.13736e-06,chunk_1
QOPPOC_clean,argon,273.0,5.0,14.0,QOPPOC_clean_argon_273.0K_5.0bar_14.0/Output/System_0,1.45887e-05,chunk_1
GUVKUE_clean,argon,273.0,5.0,14.0,GUVKUE_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.76218e-06,chunk_1
NIKYUC_clean,argon,273.0,5.0,14.0,NIKYUC_clean_argon_273.0K_5.0bar_14.0/Output/System_0,6.31835e-06,chunk_1
LIBZIG_clean,argon,273.0,5.0,14.0,LIBZIG_clean_argon_273.0K_5.0bar_14.0/Output/System_0,3.42754e-06,chunk_1
