Feature,Importance
5,23.35011090962241
cm3_g_y,6.176938527699925
PLD_x,5.06739968117074
0.01,4.984258300636121
PLD_y,4.716860167283871
LFPD_y,4.634944042929376
ASA_m2_g_x,4.389938658200863
cm3_g_x,4.28938621561288
AV_cm3_g_x,4.134447807439133
AV_cm3_g_y,4.128411624170149
ASA_m2_g_y,3.96585370898929
AV_VF_y,3.5625769173617314
LFPD_x,3.541770449254027
LCD_y,3.1458830358796264
ASA_m2_cm3_x,3.1261472529522596
AV_VF_x,3.120645737211678
LCD_x,3.104931379257965
ASA_m2_cm3_y,2.6836575214587395
Has_OMS_y,2.6443637325113105
Has_OMS_x,2.2557089561945682
NASA_m2_g_x,0.8502000796054081
NASA_m2_g_y,0.7808446045192395
NASA_m2_cm3_y,0.6729375944725532
NASA_m2_cm3_x,0.5336689122389147
NAV_cm3_g_y,0.08561325479396933
NAV_cm3_g_x,0.0525009285332462
