Feature,Importance
5,64.37256167384771
0.01_y,13.89417689972298
0.01_x,13.225783261810598
ASA_m2_g_y,1.186079205806471
cm3_g_x,0.8223996786782867
ASA_m2_cm3_y,0.6111622696181389
LFPD_x,0.49772184715291157
LCD_x,0.47634988093608077
LFPD_y,0.469089123801603
cm3_g_y,0.4498159614334213
AV_cm3_g_x,0.4286551290673711
AV_VF_y,0.41524260503029986
Has_OMS_x,0.41383065201061403
ASA_m2_cm3_x,0.3946111698924771
ASA_m2_g_x,0.38597117891574084
AV_cm3_g_y,0.3212345539917183
PLD_x,0.3137060932713092
LCD_y,0.28795994317369966
PLD_y,0.2145445025498235
AV_VF_x,0.1871562827229972
NASA_m2_cm3_y,0.17011062510940034
NASA_m2_cm3_x,0.1607341456624038
NASA_m2_g_x,0.1461718769159669
Has_OMS_y,0.06484268833621427
NASA_m2_g_y,0.044762344520092354
NAV_cm3_g_x,0.03389615479831347
NAV_cm3_g_y,0.011430251223346033
