MOF,. time (s),source_chunk
NIGGIU_clean_argon_273.0K_5.0bar_14.,141.3,chunk_1
JIYXUL_clean_argon_273.0K_5.0bar_14.,168.3,chunk_1
NERVAJ_clean_argon_273.0K_5.0bar_14.,1050.1,chunk_1
FUZPUN_clean_argon_273.0K_5.0bar_14.,375.8,chunk_1
CUWXAV_clean_argon_273.0K_5.0bar_14.,248.6,chunk_1
UXUPEJ_clean_argon_273.0K_5.0bar_14.,294.5,chunk_1
QUXQUX_clean_argon_273.0K_5.0bar_14.,377.6,chunk_1
RETVIW_clean_argon_273.0K_5.0bar_14.,339.0,chunk_1
YINXIE_clean_argon_273.0K_5.0bar_14.,267.4,chunk_1
WAVROC_clean_argon_273.0K_5.0bar_14.,382.7,chunk_1
jp102463p_si_004_clean_argon_273.0K_5.0bar_14.,166.4,chunk_1
XEKJON_clean_argon_273.0K_5.0bar_14.,276.9,chunk_1
VOHQIS_clean_argon_273.0K_5.0bar_14.,215.3,chunk_1
WEMCAU_clean_argon_273.0K_5.0bar_14.,147.7,chunk_1
WIRMOB_clean_argon_273.0K_5.0bar_14.,463.8,chunk_1
YAXBOP_SL_argon_273.0K_5.0bar_14.,215.0,chunk_1
ALEJIM_clean_argon_273.0K_5.0bar_14.,591.6,chunk_1
CIRTUU_clean_argon_273.0K_5.0bar_14.,682.9,chunk_1
IQOKEG_clean_argon_273.0K_5.0bar_14.,261.9,chunk_1
ICAQOU_clean_argon_273.0K_5.0bar_14.,519.1,chunk_1
GOZNAM_clean_argon_273.0K_5.0bar_14.,243.3,chunk_1
c5cc09935h_c5cc09935h2_clean_argon_273.0K_5.0bar_14.,252.1,chunk_1
CAXTEC_clean_argon_273.0K_5.0bar_14.,251.6,chunk_1
JADBEY_clean_argon_273.0K_5.0bar_14.,341.2,chunk_1
MAHCIK_clean_argon_273.0K_5.0bar_14.,380.3,chunk_1
BULBER_clean_argon_273.0K_5.0bar_14.,299.6,chunk_1
KUKPUD_clean_argon_273.0K_5.0bar_14.,183.6,chunk_1
RORLIV_clean_argon_273.0K_5.0bar_14.,152.6,chunk_1
DAGDIZ_clean_argon_273.0K_5.0bar_14.,260.3,chunk_1
EJESUJ_clean_argon_273.0K_5.0bar_14.,209.6,chunk_1
NIMTAE_clean_argon_273.0K_5.0bar_14.,402.8,chunk_1
IXIPIO_clean_argon_273.0K_5.0bar_14.,195.2,chunk_1
PEMREG_clean_argon_273.0K_5.0bar_14.,328.5,chunk_1
BOWRAH_clean_argon_273.0K_5.0bar_14.,287.3,chunk_1
FUDGES_clean_argon_273.0K_5.0bar_14.,167.7,chunk_1
KEYMUY_clean_argon_273.0K_5.0bar_14.,164.0,chunk_1
KIRFIA_clean_argon_273.0K_5.0bar_14.,110.9,chunk_1
ELILAN_clean_argon_273.0K_5.0bar_14.,211.5,chunk_1
BIJFAD_clean_argon_273.0K_5.0bar_14.,363.5,chunk_1
VICSIL_clean_argon_273.0K_5.0bar_14.,233.5,chunk_1
AVAGUB_clean_argon_273.0K_5.0bar_14.,394.8,chunk_1
TUJGAI_clean_argon_273.0K_5.0bar_14.,560.4,chunk_1
YINCOP_clean_argon_273.0K_5.0bar_14.,234.5,chunk_1
SOPLEQ_clean_argon_273.0K_5.0bar_14.,469.0,chunk_1
FAPXOM_clean_argon_273.0K_5.0bar_14.,155.0,chunk_1
UMESIQ_clean_argon_273.0K_5.0bar_14.,218.1,chunk_1
VAKNAZ_clean_argon_273.0K_5.0bar_14.,236.5,chunk_1
FUDHAP_clean_argon_273.0K_5.0bar_14.,147.4,chunk_1
RUVKAV_clean_argon_273.0K_5.0bar_14.,109.8,chunk_1
WAHNOL_clean_argon_273.0K_5.0bar_14.,248.9,chunk_1
QARLUT_clean_argon_273.0K_5.0bar_14.,265.9,chunk_1
WIYZOU_clean_argon_273.0K_5.0bar_14.,171.7,chunk_1
SOVLEW_clean_argon_273.0K_5.0bar_14.,579.3,chunk_1
FIFNUE_clean_argon_273.0K_5.0bar_14.,187.0,chunk_1
AVILEY_clean_argon_273.0K_5.0bar_14.,570.1,chunk_1
AWEVIJ_clean_argon_273.0K_5.0bar_14.,1215.3,chunk_1
XOMDOU_clean_argon_273.0K_5.0bar_14.,448.5,chunk_1
KETHEY01_clean_argon_273.0K_5.0bar_14.,270.5,chunk_1
