name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
1499489-acs.cgd.6b01265_1499490_clean,argon,293.0,0.01,14.0,1499489-acs.cgd.6b01265_1499490_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0073079611,0.0543125,0.2919384283,0.1638004619,0.1448285939,chunk_1
acs.inorgchem.6b00276_ic6b00276_si_006_clean,argon,293.0,0.01,14.0,acs.inorgchem.6b00276_ic6b00276_si_006_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0109019415,0.273825,0.4355107607,0.24435585329999998,0.1860338241,chunk_1
acs.inorgchem.5b02378_ic5b02378_si_002_clean,argon,293.0,0.01,14.0,acs.inorgchem.5b02378_ic5b02378_si_002_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.021922958500000003,0.12911111109999998,0.8757783455,0.4913806597,1.1518789285,chunk_1
AKOXIJ_clean,argon,293.0,0.01,14.0,AKOXIJ_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0373938952,0.29005833329999997,1.4938113267,0.8381458608,1.1965401053,chunk_1
ACOCOM_clean,argon,293.0,0.01,14.0,ACOCOM_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0037779022999999998,0.0805,0.1509196399,0.0846778098,0.029630677799999998,chunk_1
acs.inorgchem.6b01211_ic6b01211_si_002_clean,argon,293.0,0.01,14.0,acs.inorgchem.6b01211_ic6b01211_si_002_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0053891652000000005,0.030725,0.2152863718,0.1207926183,0.09938863560000001,chunk_1
AHUFIU_clean,argon,293.0,0.01,14.0,AHUFIU_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0016411345000000002,0.0110375,0.06556004139999999,0.0367843491,0.0353847293,chunk_1
acscombsci.5b00188_34903_clean,argon,293.0,0.01,14.0,acscombsci.5b00188_34903_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.020293679,0.027306944399999998,0.8106918876000001,0.4548620283,0.9851472906000001,chunk_1
acs.inorgchem.5b02316_ic5b02316_si_002_clean,argon,293.0,0.01,14.0,acs.inorgchem.5b02316_ic5b02316_si_002_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.12030166689999999,0.37985,4.8058109898,2.6964386445999997,3.6184730894,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean,argon,293.0,0.01,14.0,acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0058334965,0.0403875,0.23303651670000003,0.1307518482,0.1755828228,chunk_1
AGUBUA_clean,argon,293.0,0.01,14.0,AGUBUA_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0146332068,0.0337194444,0.5845673452000001,0.3279883423,0.6013201572,chunk_1
AHIYOH_clean,argon,293.0,0.01,14.0,AHIYOH_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0058463201,0.0420375,0.2335487956,0.13103927710000002,0.1867901727,chunk_1
ACODAZ_clean,argon,293.0,0.01,14.0,ACODAZ_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0038958197,0.08215,0.1556302054,0.0873208083,0.029963195699999997,chunk_1
acs.inorgchem.6b00136_ic6b00136_si_002_clean,argon,293.0,0.01,14.0,acs.inorgchem.6b00136_ic6b00136_si_002_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.009685245600000001,0.030271875,0.3869061901,0.21708485940000002,0.2554423104,chunk_1
acs.cgd.5b01554_VAGNUP1452791_clean,argon,293.0,0.01,14.0,acs.cgd.5b01554_VAGNUP1452791_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0013610788,0.00921875,0.054372375300000005,0.0305071869,0.04485986,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean,argon,293.0,0.01,14.0,acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0195985454,0.22105,0.7829226903000001,0.43928132049999996,0.33938357090000004,chunk_1
ACOCUS_clean,argon,293.0,0.01,14.0,ACOCUS_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0038462383,0.0823,0.1536495259,0.086209491,0.0298719213,chunk_1
AMIZIG_clean,argon,293.0,0.01,14.0,AMIZIG_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0014861971,0.004109375,0.0593706036,0.0333115868,0.046769375,chunk_1
acscombsci.5b00188_5013797_clean,argon,293.0,0.01,14.0,acscombsci.5b00188_5013797_clean_argon_293.0K_0.01bar_14.0/Output/System_0,0.0034870392,0.0051291667,0.1393002414,0.0781584117,0.051974503600000006,chunk_1
