MOF,. time (s),source_chunk
acscombsci.5b00188_5013797_clean_argon_293.0K_0.01bar_14.,75.5,chunk_1
ADOBIF_clean_argon_293.0K_0.01bar_14.,76.0,chunk_1
ANOMOG_clean_argon_293.0K_0.01bar_14.,82.7,chunk_1
am301365h_si_002_clean_argon_293.0K_0.01bar_14.,98.8,chunk_1
acs.inorgchem.6b01211_ic6b01211_si_002_clean_argon_293.0K_0.01bar_14.,99.5,chunk_1
AHUFIU_clean_argon_293.0K_0.01bar_14.,103.4,chunk_1
AGUBUA_clean_argon_293.0K_0.01bar_14.,108.9,chunk_1
acs.inorgchem.6b01762_ic6b01762_si_002_clean_argon_293.0K_0.01bar_14.,110.7,chunk_1
acs.cgd.5b01554_VAGNUP1452791_clean_argon_293.0K_0.01bar_14.,113.3,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_293.0K_0.01bar_14.,127.9,chunk_1
AQOTIK_clean_argon_293.0K_0.01bar_14.,57.4,chunk_1
AMIZIG_clean_argon_293.0K_0.01bar_14.,134.2,chunk_1
AQEGUY_clean_argon_293.0K_0.01bar_14.,138.0,chunk_1
acs.chemmater.5b03723_cm5b03723_si_005_clean_argon_293.0K_0.01bar_14.,144.4,chunk_1
AQOLOJ_clean_argon_293.0K_0.01bar_14.,156.9,chunk_1
AWUPOZ_clean_argon_293.0K_0.01bar_14.,59.7,chunk_1
acscombsci.5b00188_34903_clean_argon_293.0K_0.01bar_14.,178.2,chunk_1
AQIXUU_clean_argon_293.0K_0.01bar_14.,186.4,chunk_1
AVETAY_clean_argon_293.0K_0.01bar_14.,60.8,chunk_1
ATEZIK_clean_argon_293.0K_0.01bar_14.,87.7,chunk_1
ASEKAM_clean_argon_293.0K_0.01bar_14.,120.7,chunk_1
ATEZEG_clean_argon_293.0K_0.01bar_14.,88.3,chunk_1
ASIVEF_clean_argon_293.0K_0.01bar_14.,106.7,chunk_1
AXIGAR_clean_argon_293.0K_0.01bar_14.,69.3,chunk_1
ASANAL_clean_argon_293.0K_0.01bar_14.,132.2,chunk_1
1499489-acs.cgd.6b01265_1499490_clean_argon_293.0K_0.01bar_14.,228.3,chunk_1
ATUZEW_clean_argon_293.0K_0.01bar_14.,130.8,chunk_1
AXINAX_clean_argon_293.0K_0.01bar_14.,113.1,chunk_1
BAKYIY_clean_argon_293.0K_0.01bar_14.,90.3,chunk_1
BEWCUD_clean_argon_293.0K_0.01bar_14.,66.9,chunk_1
BEXVIL_clean_argon_293.0K_0.01bar_14.,53.1,chunk_1
acs.inorgchem.6b00136_ic6b00136_si_002_clean_argon_293.0K_0.01bar_14.,273.3,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_293.0K_0.01bar_14.,282.0,chunk_1
AHIYOH_clean_argon_293.0K_0.01bar_14.,295.6,chunk_1
BEWVEG_clean_argon_293.0K_0.01bar_14.,88.7,chunk_1
BEXVAD_clean_argon_293.0K_0.01bar_14.,119.7,chunk_1
BEXVAD01_clean_argon_293.0K_0.01bar_14.,107.5,chunk_1
BIHBEB_clean_argon_293.0K_0.01bar_14.,119.7,chunk_1
AWEWOP_clean_argon_293.0K_0.01bar_14.,175.3,chunk_1
BETFOX_clean_argon_293.0K_0.01bar_14.,106.0,chunk_1
CAXSUR_SL_argon_293.0K_0.01bar_14.,88.1,chunk_1
BETDOV_clean_argon_293.0K_0.01bar_14.,104.5,chunk_1
BABREE_clean_argon_293.0K_0.01bar_14.,211.7,chunk_1
BIPBAF_clean_argon_293.0K_0.01bar_14.,91.0,chunk_1
APEBII_clean_argon_293.0K_0.01bar_14.,349.4,chunk_1
BEXTUV_clean_argon_293.0K_0.01bar_14.,134.1,chunk_1
BIJFAD_clean_argon_293.0K_0.01bar_14.,129.0,chunk_1
BOWSOW_clean_argon_293.0K_0.01bar_14.,75.5,chunk_1
BIRGIU_clean_argon_293.0K_0.01bar_14.,113.1,chunk_1
BORBEQ_clean_argon_293.0K_0.01bar_14.,92.4,chunk_1
BOHWOM_clean_argon_293.0K_0.01bar_14.,135.9,chunk_1
BIWSOQ_clean_argon_293.0K_0.01bar_14.,154.4,chunk_1
APEBOO_clean_argon_293.0K_0.01bar_14.,455.6,chunk_1
AKOXIJ_clean_argon_293.0K_0.01bar_14.,455.7,chunk_1
BINMIW_clean_argon_293.0K_0.01bar_14.,264.0,chunk_1
c4dt02048k_c4dt02048k2_clean_argon_293.0K_0.01bar_14.,115.4,chunk_1
c5ce00931f_c5ce00931f2_clean_argon_293.0K_0.01bar_14.,120.1,chunk_1
BEGDEY_clean_argon_293.0K_0.01bar_14.,295.1,chunk_1
BADXAI_clean_argon_293.0K_0.01bar_14.,309.8,chunk_1
c5dt04943a_c5dt04943a2_clean_argon_293.0K_0.01bar_14.,87.3,chunk_1
c5cc09935h_c5cc09935h2_clean_argon_293.0K_0.01bar_14.,111.9,chunk_1
BUPDOH_clean_argon_293.0K_0.01bar_14.,159.4,chunk_1
