MOF,. time (s),source_chunk
acs.inorgchem.6b01762_ic6b01762_si_002_clean_argon_273.0K_15.0bar_14.,844.8,chunk_1
ADOBIF_clean_argon_273.0K_15.0bar_14.,1157.5,chunk_1
acs.chemmater.5b03723_cm5b03723_si_005_clean_argon_273.0K_15.0bar_14.,1231.1,chunk_1
AHUFIU_clean_argon_273.0K_15.0bar_14.,1343.0,chunk_1
acscombsci.5b00188_5013797_clean_argon_273.0K_15.0bar_14.,1390.7,chunk_1
AQOTIK_clean_argon_273.0K_15.0bar_14.,1408.8,chunk_1
am301365h_si_002_clean_argon_273.0K_15.0bar_14.,1416.6,chunk_1
AQIXUU_clean_argon_273.0K_15.0bar_14.,1487.2,chunk_1
ASANAL_clean_argon_273.0K_15.0bar_14.,1543.9,chunk_1
AMIZIG_clean_argon_273.0K_15.0bar_14.,1622.5,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_273.0K_15.0bar_14.,1640.2,chunk_1
AGUBUA_clean_argon_273.0K_15.0bar_14.,1641.1,chunk_1
ANOMOG_clean_argon_273.0K_15.0bar_14.,1698.2,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_273.0K_15.0bar_14.,1872.8,chunk_1
acs.inorgchem.6b01211_ic6b01211_si_002_clean_argon_273.0K_15.0bar_14.,2013.0,chunk_1
AQEGUY_clean_argon_273.0K_15.0bar_14.,2107.6,chunk_1
acs.cgd.5b01554_VAGNUP1452791_clean_argon_273.0K_15.0bar_14.,2127.0,chunk_1
ASIVEF_clean_argon_273.0K_15.0bar_14.,1544.1,chunk_1
AVETAY_clean_argon_273.0K_15.0bar_14.,1002.0,chunk_1
AWUPOZ_clean_argon_273.0K_15.0bar_14.,1064.5,chunk_1
ATEZIK_clean_argon_273.0K_15.0bar_14.,1325.5,chunk_1
ATEZEG_clean_argon_273.0K_15.0bar_14.,1452.4,chunk_1
BEWCUD_clean_argon_273.0K_15.0bar_14.,457.2,chunk_1
AXIGAR_clean_argon_273.0K_15.0bar_14.,1390.5,chunk_1
AXINAX_clean_argon_273.0K_15.0bar_14.,1530.6,chunk_1
acscombsci.5b00188_34903_clean_argon_273.0K_15.0bar_14.,3304.8,chunk_1
ASEKAM_clean_argon_273.0K_15.0bar_14.,2832.6,chunk_1
BEXVAD_clean_argon_273.0K_15.0bar_14.,1922.7,chunk_1
BAKYIY_clean_argon_273.0K_15.0bar_14.,2376.4,chunk_1
BETDOV_clean_argon_273.0K_15.0bar_14.,1506.6,chunk_1
BEXVIL_clean_argon_273.0K_15.0bar_14.,1154.6,chunk_1
BEWVEG_clean_argon_273.0K_15.0bar_14.,1869.0,chunk_1
BETFOX_clean_argon_273.0K_15.0bar_14.,1368.0,chunk_1
BEXVAD01_clean_argon_273.0K_15.0bar_14.,1668.4,chunk_1
AQOLOJ_clean_argon_273.0K_15.0bar_14.,4551.5,chunk_1
ATUZEW_clean_argon_273.0K_15.0bar_14.,3203.7,chunk_1
ATEJOA_clean_argon_273.0K_15.0bar_14.,3516.1,chunk_1
