temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2029,struct_with_input,0.05,0.1,./RUN_FULL_EXP,CAT,CAT,0.984123150932969,0.04987003600847119,0.006967922943995874,4.208772179546029
