temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2025,struct_with_input,0.0,0.75,./RUN_FULL_EXP,CAT,CAT,0.9817231986037599,0.0433874908253342,0.008566279210588062,2.833494031285024
