temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2026,struct,0.0,0.35,./RUN_FULL_EXP,CAT,CAT,0.8634944827332369,0.1238929054979652,0.039399039751766875,10.28999201858533
