Feature,Importance
5,32.476192827665734
0.01,6.031541418737324
cm3_g_x,5.531609808029636
Has_OMS_x,4.409284422822556
cm3_g_y,4.053737894475836
PLD_x,3.9503667518831946
LCD_y,3.869192115993402
AV_VF_x,3.834793653941204
ASA_m2_g_y,3.811371332007823
PLD_y,3.7644391849607914
AV_VF_y,3.720910870898141
ASA_m2_g_x,3.199308395173641
LCD_x,3.087013979716924
ASA_m2_cm3_x,2.745990312811937
LFPD_y,2.538215608938965
Has_OMS_y,2.5046132114912814
ASA_m2_cm3_y,2.501108755718427
AV_cm3_g_y,2.393555659609031
LFPD_x,2.0604231150495584
AV_cm3_g_x,1.6897163892916467
NASA_m2_cm3_y,0.6933588691226087
NASA_m2_cm3_x,0.40882566489347466
NASA_m2_g_x,0.30589024955527133
NASA_m2_g_y,0.29237025496410746
NAV_cm3_g_y,0.07060851290325884
NAV_cm3_g_x,0.05556073934424343
