Feature,Importance
5,12.214036828874878
Has_OMS_y,8.475271517710608
Has_OMS_x,6.865451264575825
cm3_g_y,6.12239370939665
LFPD_x,5.604414890451395
cm3_g_x,5.432481439078178
ASA_m2_cm3_y,5.086282826934303
PLD_x,4.9755736109347835
0.01,4.7347169273406955
ASA_m2_cm3_x,4.66621372717792
LCD_x,4.629131290402221
ASA_m2_g_x,4.53763312968652
LFPD_y,4.453492284163049
LCD_y,4.127260148814772
AV_cm3_g_x,3.743088970463651
PLD_y,3.5896300826806637
ASA_m2_g_y,3.376293749004877
AV_cm3_g_y,2.4325069842195153
AV_VF_x,2.164375628729976
AV_VF_y,1.2778458217325332
NASA_m2_g_y,0.683764626514611
NASA_m2_g_x,0.35367494974582914
NASA_m2_cm3_x,0.31067893859543905
NASA_m2_cm3_y,0.13850122356175545
NAV_cm3_g_x,0.0031966838454144456
NAV_cm3_g_y,0.0020887453639261344
