temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
273K,HENRY,5,2025,lowq,0.5,0.5,./RUN_FULL_EXP,cat,0.9590614837825974,0.10119022414610661,0.023324854533888783,5.138161556994354
