temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,0.01,15,2029,struct_with_input,0.45,0.45,./RUN_FULL_EXP,cat,0.9526275143111768,0.17528378576684364,0.07453133129132743,5.605302868116888
