Feature,Importance
5,58.854757122376014
0.01_x,18.587560895044884
0.01_y,10.122682032008889
ASA_m2_cm3_y,1.3078647401646581
AV_VF_y,1.2543675136027053
AV_cm3_g_y,1.0715817262770275
AV_VF_x,0.9818901808610339
cm3_g_x,0.8151197679964164
ASA_m2_g_y,0.7571312115335537
PLD_x,0.67841902147294
LFPD_x,0.560117744240025
LFPD_y,0.5466178303899576
cm3_g_y,0.5355475657804656
LCD_y,0.5023815138262778
LCD_x,0.4738111153687808
ASA_m2_cm3_x,0.4524272660215991
AV_cm3_g_x,0.4041966556438467
PLD_y,0.38280241897909384
NASA_m2_cm3_y,0.3319974282813158
NASA_m2_g_x,0.2894088581150316
ASA_m2_g_x,0.2844292022731524
NASA_m2_cm3_x,0.20974999845326117
Has_OMS_x,0.1747702601506537
NASA_m2_g_y,0.163126645683591
Has_OMS_y,0.13140987460338316
NAV_cm3_g_y,0.09598967457429668
NAV_cm3_g_x,0.029841736277156992
