temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
273K,0.01,1,2027,struct,0.0,0.05,./RUN_FULL_EXP,cat,0.12788910628253913,0.22676009969606495,0.14488342369366125,60.32000202770278
