Feature,Importance
5,64.48064861859862
0.01_y,13.4585783666337
0.01_x,12.62957251886804
ASA_m2_cm3_y,0.9759775109436744
AV_VF_x,0.9591637060555824
AV_cm3_g_y,0.7761400718487134
cm3_g_x,0.6296791868912712
cm3_g_y,0.6181404179522034
PLD_x,0.6079197260356696
LFPD_x,0.4464818854720124
LFPD_y,0.4027633119248349
ASA_m2_cm3_x,0.38213523893847967
LCD_x,0.38090025226373053
ASA_m2_g_y,0.3755002005133907
ASA_m2_g_x,0.35628624290068545
PLD_y,0.35209425668244476
AV_VF_y,0.3503376766981235
Has_OMS_x,0.292188682112372
NASA_m2_cm3_y,0.28003890615697
AV_cm3_g_x,0.27898832433690257
LCD_y,0.21242391203141167
Has_OMS_y,0.19209586182317076
NASA_m2_g_x,0.17405135728036672
NASA_m2_cm3_x,0.15899105058491272
NAV_cm3_g_y,0.12549821936260575
NASA_m2_g_y,0.0738362613833507
NAV_cm3_g_x,0.02956823570678762
