Feature,Importance
5,24.44643077084706
0.01,7.511059717103962
cm3_g_y,6.717628162101223
PLD_y,5.588855771858502
PLD_x,5.563923978926789
cm3_g_x,5.539108589590845
ASA_m2_cm3_y,3.7156843060919837
ASA_m2_g_y,3.7147542483659075
AV_cm3_g_x,3.713510084673329
AV_VF_x,3.376904289126459
AV_cm3_g_y,3.340721231920109
LCD_y,3.2413472469374294
AV_VF_y,3.105779296120002
ASA_m2_cm3_x,3.089573973753003
LCD_x,2.997674987743649
LFPD_y,2.9897346558934643
Has_OMS_y,2.4659511854604323
ASA_m2_g_x,2.4422363170356545
LFPD_x,2.3629758908654006
Has_OMS_x,1.9188627809934844
NASA_m2_cm3_y,0.7387354870569146
NASA_m2_cm3_x,0.57225211328705
NASA_m2_g_y,0.41529918906311275
NASA_m2_g_x,0.2706391218511483
NAV_cm3_g_y,0.08285142049720161
NAV_cm3_g_x,0.07750518283590871
