temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,source_model,target_model,R2,MAE,RMSE,MAPE(%)
293K,0.01,5,2029,struct,0.0,0.7,./RUN_FULL_EXP,CAT,CAT,0.928944222548968,0.09061246335163332,0.022078063029826483,7.669793288346669
