Feature,Importance
5,23.864464441365378
0.01,5.800485195987551
PLD_y,5.053436106173481
PLD_x,4.9379655779416645
Has_OMS_x,4.723350278691359
cm3_g_y,4.4243548321545525
cm3_g_x,4.25631398556428
LCD_x,4.090224591610884
AV_cm3_g_x,4.053667008556884
LCD_y,3.9460057191843085
ASA_m2_g_x,3.9220218977652768
ASA_m2_cm3_y,3.879801491806641
ASA_m2_cm3_x,3.748867552867152
ASA_m2_g_y,3.732083064942509
LFPD_y,3.689396322746618
AV_VF_y,3.4672370539789243
LFPD_x,2.9463274076966086
AV_VF_x,2.76611804714363
Has_OMS_y,2.340262625912891
AV_cm3_g_y,2.1393863419955395
NASA_m2_cm3_x,0.640360898707225
NASA_m2_cm3_y,0.5546833713677191
NASA_m2_g_x,0.4050464196112777
NASA_m2_g_y,0.37026831287327533
NAV_cm3_g_x,0.1425090242904101
NAV_cm3_g_y,0.10536242906395235
