Feature,Importance
0.01,73.14427270343998
ASA_m2_g,4.943040982822688
ASA_m2_cm3,3.7816060482043903
AV_VF,3.1384316580135505
LCD,2.469413350548325
Has_OMS,2.462393524228952
cm3_g,2.3886385497447664
AV_cm3_g,2.355515594028399
PLD,1.7712932712530969
LFPD,1.7689839252250457
NASA_m2_g,1.0043415768700286
NASA_m2_cm3,0.603373205329972
NAV_cm3_g,0.16869561029081062
