temp,lowp,outp,seed,mode,qt_frac,train_ratio,out_root,model,R2,MAE,RMSE,MAPE(%)
293K,HENRY,5,2029,lowq,0.4,0.5,./RUN_FULL_EXP,cat,0.9696712428742942,0.05811946681424027,0.009311969387353892,4.001130781711207
