Feature,Importance
5,29.191231555981705
0.01,6.5791274808536135
cm3_g_x,5.446994861239346
ASA_m2_g_y,4.7390200450879405
PLD_y,4.566063117991513
PLD_x,4.442851010143981
cm3_g_y,4.1239845419913514
ASA_m2_cm3_x,3.8214149479631137
AV_VF_x,3.7503456496671204
AV_VF_y,3.6936869281800417
ASA_m2_cm3_y,3.618823854833918
Has_OMS_x,3.3848019355882664
Has_OMS_y,3.1029690101911838
LFPD_y,3.097519617420752
AV_cm3_g_x,2.983793701202893
LCD_x,2.960715627323097
ASA_m2_g_x,2.6588057193566406
LCD_y,2.497558647949207
LFPD_x,2.177182637013122
AV_cm3_g_y,1.4613303856193853
NASA_m2_cm3_y,0.5775708744474527
NASA_m2_g_y,0.3677650231942459
NASA_m2_g_x,0.3048020101473875
NASA_m2_cm3_x,0.2058172104268646
NAV_cm3_g_y,0.1338899629104127
NAV_cm3_g_x,0.11193364327545322
