Feature,Importance
5,28.27026599448892
0.01,7.407041403434915
cm3_g_x,5.851633131119883
ASA_m2_g_x,5.327211461589774
ASA_m2_cm3_y,4.585926492377293
PLD_x,4.01264612049149
AV_VF_y,3.876343437600687
cm3_g_y,3.8535873963502985
LCD_x,3.8255071198468222
AV_VF_x,3.6968331457775347
LFPD_y,3.186623140442553
PLD_y,3.0666974527446444
ASA_m2_cm3_x,3.015599229027146
LCD_y,2.922858290696746
Has_OMS_x,2.5958896658577806
AV_cm3_g_y,2.59391204707118
Has_OMS_y,2.5913176449681017
ASA_m2_g_y,2.395118195137141
AV_cm3_g_x,2.030313710164999
LFPD_x,1.776472930853479
NASA_m2_cm3_y,0.9198324187198087
NASA_m2_cm3_x,0.8537438656341265
NASA_m2_g_y,0.5678413525658224
NASA_m2_g_x,0.5651195947426373
NAV_cm3_g_x,0.11487140080524566
NAV_cm3_g_y,0.0967933574910071
