name,gas,temp,pressure,cutoff,path,abs_mol_per_kg_framework,abs_molecules_per_uc,abs_mg_per_g_framework,abs_cm3STP_per_g,abs_cm3STP_per_cm3,source_chunk
ACOCOM_clean,argon,293.0,5.0,14.0,ACOCOM_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.8328340337,39.05425,73.2180539801,41.0810975818,14.3752037134,chunk_1
ACOCUS_clean,argon,293.0,5.0,14.0,ACOCUS_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.8801679105000002,40.23095,75.10894768930001,42.1420379477,14.6023787697,chunk_1
acs.inorgchem.5b02378_ic5b02378_si_002_clean,argon,293.0,5.0,14.0,acs.inorgchem.5b02378_ic5b02378_si_002_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.9452550472999999,11.456211111099998,77.7090486315,43.600899454200004,102.2078430393,chunk_1
acs.chemmater.5b03723_cm5b03723_si_004_clean,argon,293.0,5.0,14.0,acs.chemmater.5b03723_cm5b03723_si_004_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.2772037941,25.68435,90.969737166,51.0411906129,39.4338222993,chunk_1
acs.inorgchem.5b02316_ic5b02316_si_002_clean,argon,293.0,5.0,14.0,acs.inorgchem.5b02316_ic5b02316_si_002_clean_argon_293.0K_5.0bar_14.0/Output/System_0,6.3678445429999995,20.1063361111,254.3826538045,142.7287131516,191.5341217424,chunk_1
acs.chemmater.5b03723_cm5b03723_si_005_clean,argon,293.0,5.0,14.0,acs.chemmater.5b03723_cm5b03723_si_005_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.2232319605,21.12295,88.8136703598,49.8314672449,32.1481818152,chunk_1
1499489-acs.cgd.6b01265_1499490_clean,argon,293.0,5.0,14.0,1499489-acs.cgd.6b01265_1499490_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.7684860716000004,20.5752875,110.59548158959998,62.0527796671,54.86563787,chunk_1
acscombsci.5b00188_5013797_clean,argon,293.0,5.0,14.0,acscombsci.5b00188_5013797_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.5516077990000001,2.2822958333,61.9836283543,34.7776995765,23.126796370100003,chunk_1
AHIYOH_clean,argon,293.0,5.0,14.0,AHIYOH_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.4394559728,10.35029375,57.5033871999,32.2639312632,45.99067872770001,chunk_1
acs.inorgchem.6b01416_ic6b01416_si_004_clean,argon,293.0,5.0,14.0,acs.inorgchem.6b01416_ic6b01416_si_004_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.7209265934,11.914625,68.74757555149999,38.5728069269,51.7982912913,chunk_1
acs.inorgchem.6b00276_ic6b00276_si_006_clean,argon,293.0,5.0,14.0,acs.inorgchem.6b00276_ic6b00276_si_006_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.9063174716000004,72.998225,116.10157035350001,65.1421293221,49.594226050299994,chunk_1
acscombsci.5b00188_34903_clean,argon,293.0,5.0,14.0,acscombsci.5b00188_34903_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.9976512535000004,4.0336055556,119.75017227309999,67.18928249470001,145.5195982342,chunk_1
ACODAZ_clean,argon,293.0,5.0,14.0,ACODAZ_clean_argon_293.0K_5.0bar_14.0/Output/System_0,1.8539999669,39.09475,74.0635906759,41.5555102931,14.2593261772,chunk_1
acs.inorgchem.6b01762_ic6b01762_si_002_clean,argon,293.0,5.0,14.0,acs.inorgchem.6b01762_ic6b01762_si_002_clean_argon_293.0K_5.0bar_14.0/Output/System_0,0.22003421280000002,7.1559,8.7899267316,4.9318415086,11.402375088900001,chunk_1
acs.inorgchem.6b00136_ic6b00136_si_002_clean,argon,293.0,5.0,14.0,acs.inorgchem.6b00136_ic6b00136_si_002_clean_argon_293.0K_5.0bar_14.0/Output/System_0,2.4484584756,7.65281875,97.81101918370001,54.8796888914,64.5765649703,chunk_1
AMIZIG_clean,argon,293.0,5.0,14.0,AMIZIG_clean_argon_293.0K_5.0bar_14.0/Output/System_0,0.5881498065,1.62625,23.4954084695,13.182775498599998,18.5085800307,chunk_1
APEBII_clean,argon,293.0,5.0,14.0,APEBII_clean_argon_293.0K_5.0bar_14.0/Output/System_0,3.3531678654,28.2952375,133.9523498872,75.1578232128,91.94950269579999,chunk_1
