Feature,Importance
5,66.9512767915857
0.01_y,14.472672244034445
0.01_x,10.312503456178366
AV_cm3_g_y,0.6936674706515004
cm3_g_x,0.6928547143477729
ASA_m2_cm3_y,0.6641868192296422
ASA_m2_g_x,0.6478557532817122
AV_cm3_g_x,0.593261874446181
ASA_m2_cm3_x,0.5610218311611063
LFPD_x,0.5359064576037139
ASA_m2_g_y,0.5248452092623421
LCD_y,0.4571863215615529
AV_VF_y,0.3987643830566855
cm3_g_y,0.34454597207051796
PLD_x,0.3142969909520548
Has_OMS_x,0.29985221846190957
Has_OMS_y,0.2633031668093194
AV_VF_x,0.22413350806485258
NASA_m2_g_y,0.2226698465241309
LFPD_y,0.21985357848518122
PLD_y,0.20151274966416843
LCD_x,0.11014622292201817
NASA_m2_g_x,0.0907658045811729
NASA_m2_cm3_y,0.08937959946193945
NAV_cm3_g_x,0.04905238990554123
NASA_m2_cm3_x,0.036820318476234674
NAV_cm3_g_y,0.027664307220267612
